,Um,Ur,Ud,C_target
1313,0.53562,0.46484,0.74125,0.0
1314,0.53516,0.46475,0.74125,0.0
1315,0.53487,0.46455,0.74122,0.0
1316,0.53489,0.46446,0.74114,0.0
1317,0.53469,0.46422,0.7411,0.0
1318,0.53453,0.4639,0.74112,0.0
1319,0.53449,0.46361,0.741,0.0
1320,0.53472,0.46371,0.741,0.0
1321,0.5345,0.46353,0.74091,0.0
1322,0.534,0.46317,0.74092,0.0
1323,0.53381,0.46289,0.74092,0.0
1324,0.53389,0.46267,0.7409,0.0
1325,0.53388,0.46286,0.74082,0.0
1326,0.53346,0.46269,0.74074,0.0
1327,0.53333,0.46256,0.74079,0.0
1328,0.53366,0.46217,0.74077,0.0
1329,0.53341,0.46201,0.74082,0.0
1330,0.53343,0.46195,0.7407,0.0
1331,0.53321,0.46183,0.74074,0.0
1332,0.53309,0.4615,0.74067,0.0
1333,0.53262,0.46166,0.74062,0.0
1334,0.53244,0.46139,0.74057,0.0
1335,0.53306,0.46111,0.74057,0.0
1336,0.53224,0.46102,0.7406,0.0
1337,0.53233,0.46079,0.74054,0.0
1338,0.53243,0.461,0.74046,0.0
1339,0.53234,0.46063,0.74051,0.0
1340,0.53172,0.46042,0.74047,0.0
1341,0.5321,0.46009,0.7404,0.0
1342,0.53196,0.46007,0.74048,0.0
1343,0.53202,0.45993,0.74031,0.0
1344,0.53151,0.45948,0.74032,0.0
1345,0.53124,0.45961,0.74033,0.0
1346,0.53101,0.45945,0.74029,0.0
1347,0.53118,0.45952,0.74021,0.0
1348,0.53085,0.4594,0.7403,0.0
1349,0.53087,0.45932,0.74027,0.0
1350,0.53076,0.45912,0.74021,0.0
1351,0.53121,0.45906,0.74013,0.0
1352,0.53075,0.45883,0.74015,0.0
1353,0.53041,0.45866,0.74012,0.0
1354,0.53038,0.45824,0.74004,0.0
1355,0.53003,0.45844,0.74001,0.0
1356,0.53018,0.45851,0.74002,0.0
1357,0.53021,0.45822,0.74005,0.0
1358,0.52995,0.45811,0.73994,0.0
1359,0.53028,0.45777,0.73999,0.0
1360,0.52981,0.45782,0.73999,0.0
1361,0.52953,0.45787,0.73986,0.0
1362,0.52942,0.45773,0.73993,0.0
1363,0.53004,0.45757,0.73994,0.0
1364,0.52964,0.45735,0.73984,0.0
1365,0.52971,0.45758,0.73986,0.0
1366,0.52925,0.45711,0.73986,0.0
1367,0.52968,0.45716,0.73971,0.0
1368,0.52953,0.4568,0.73975,0.0
1369,0.52935,0.45681,0.73975,0.0
1370,0.52935,0.4569,0.73974,0.0
1371,0.52913,0.45665,0.73971,0.0
1372,0.52884,0.45632,0.73968,0.0
1373,0.5289,0.45618,0.73962,0.0
1374,0.52863,0.45626,0.73963,0.0
1375,0.52831,0.45624,0.73962,0.0
1376,0.52858,0.45605,0.73954,0.0
1377,0.52845,0.45595,0.73961,0.0
1378,0.52826,0.4558,0.73958,0.0
1379,0.52824,0.45569,0.73956,0.0
1380,0.52821,0.45596,0.7395,0.0
1381,0.52816,0.45568,0.73948,0.0
1382,0.52829,0.45538,0.7395,0.0
1383,0.52769,0.45516,0.73942,0.0
1384,0.52812,0.45508,0.73941,0.0
1385,0.52754,0.45506,0.7394,0.0
1386,0.52766,0.455,0.73929,0.0
1387,0.52756,0.45502,0.73933,0.0
1388,0.52702,0.45516,0.73932,0.0
1389,0.52782,0.45487,0.73943,0.0
1390,0.52734,0.4547,0.73927,0.0
1391,0.52756,0.45469,0.73929,0.0
1392,0.52728,0.4546,0.73925,0.0
1393,0.52739,0.45438,0.73921,0.0
1394,0.52699,0.45439,0.73929,0.0
1395,0.5274,0.45429,0.73927,0.0
1396,0.52665,0.45427,0.73927,0.0
1397,0.52681,0.45416,0.73918,0.0
1398,0.5274,0.454,0.73916,0.0
1399,0.52696,0.45399,0.7392,0.0
1400,0.52664,0.45375,0.73906,0.0
1401,0.52652,0.45363,0.73906,0.0
1402,0.52625,0.45331,0.73908,0.0
1403,0.52674,0.45327,0.73917,0.0
1404,0.52676,0.45324,0.73893,0.0
1405,0.5261,0.45324,0.73904,0.0
1406,0.52624,0.45319,0.73897,0.0
1407,0.52606,0.45306,0.73901,0.0
1408,0.52568,0.45301,0.73904,0.0
1409,0.52554,0.45279,0.73897,0.0
1410,0.52578,0.45268,0.73899,0.0
1411,0.52604,0.45295,0.73896,0.0
1412,0.52603,0.45267,0.73894,0.0
1413,0.52556,0.45246,0.73885,0.0
1414,0.52517,0.4523,0.73884,0.0
1415,0.52545,0.45237,0.73896,0.0
1416,0.52547,0.45251,0.73891,0.0
1417,0.52548,0.45214,0.73882,0.0
1418,0.52519,0.45216,0.73884,0.0
1419,0.52491,0.45208,0.73881,0.0
1420,0.52567,0.45201,0.73879,0.0
1421,0.52538,0.45201,0.73883,0.0
1422,0.52513,0.45173,0.73874,0.0
1423,0.52498,0.45158,0.73871,0.0
1424,0.5248,0.45151,0.73873,0.0
1425,0.52488,0.45181,0.73876,0.0
1426,0.52448,0.4516,0.73868,0.0
1427,0.52474,0.4513,0.73871,0.0
1428,0.52472,0.45132,0.73872,0.0
1429,0.52474,0.45131,0.73864,0.0
1430,0.52449,0.45122,0.73873,0.0
1431,0.5246,0.45132,0.73861,0.0
1432,0.52418,0.45112,0.73868,0.0
1433,0.52455,0.45088,0.73861,0.0
1434,0.52409,0.45083,0.7386,0.0
1435,0.52423,0.45075,0.73866,0.0
1436,0.524,0.45087,0.73857,0.0
1437,0.52439,0.45073,0.73858,0.0
1438,0.52369,0.45102,0.73865,0.0
1439,0.52392,0.45033,0.73851,0.0
1440,0.52404,0.45092,0.73853,0.0
1441,0.52411,0.45039,0.73852,0.0
1442,0.52371,0.45044,0.73851,0.0
1443,0.52338,0.4502,0.73849,0.0
1444,0.5238,0.45032,0.73854,0.0
1445,0.52343,0.45003,0.73846,0.0
1446,0.52366,0.45024,0.73845,0.0
1447,0.52364,0.45036,0.73855,0.0
1448,0.52366,0.44988,0.73843,0.0
1449,0.52376,0.45019,0.73841,0.0
1450,0.52345,0.45006,0.73844,0.0
1451,0.52343,0.4499,0.73841,0.0
1452,0.52333,0.44977,0.73834,0.0
1453,0.5232,0.44953,0.73836,0.0
1454,0.52298,0.44947,0.73836,0.0
1455,0.52293,0.44946,0.73834,0.0
1456,0.5233,0.44928,0.73829,0.0
1457,0.5228,0.44912,0.73834,0.0
1458,0.52296,0.44932,0.7383,0.0
1459,0.5232,0.44902,0.73836,0.0
1460,0.52266,0.44899,0.73836,0.0
1461,0.52265,0.44911,0.73825,0.0
1462,0.52305,0.44914,0.73832,0.0
1463,0.52268,0.44867,0.73821,0.0
1464,0.52271,0.44872,0.73824,0.0
1465,0.52254,0.44891,0.73817,0.0
1466,0.52237,0.44884,0.73817,0.0
1467,0.52252,0.44887,0.7382,0.0
1468,0.52234,0.44846,0.73807,0.0
1469,0.52221,0.44867,0.73814,0.0
1470,0.52194,0.44843,0.73809,0.0
1471,0.52203,0.44831,0.73809,0.0
1472,0.52187,0.44822,0.73805,0.0
1473,0.52177,0.44821,0.73807,0.0
1474,0.52183,0.44809,0.73809,0.0
1475,0.52201,0.44798,0.73805,0.0
1476,0.52158,0.44805,0.73808,0.0
1477,0.52153,0.44784,0.738,0.0
1478,0.52124,0.44785,0.73803,0.0
1479,0.52161,0.44783,0.73795,0.0
1480,0.52155,0.44739,0.73804,0.0
1481,0.52203,0.44773,0.73804,0.0
1482,0.52148,0.44754,0.73793,0.0
1483,0.52123,0.44718,0.73797,0.0
1484,0.52125,0.44723,0.73799,0.0
1485,0.52098,0.44734,0.73795,0.0
1486,0.52109,0.44733,0.73796,0.0
1487,0.52096,0.44708,0.73793,0.0
1488,0.52075,0.44701,0.73791,0.0
1489,0.52088,0.44727,0.7379,0.0
1490,0.52087,0.4469,0.73786,0.0
1491,0.52068,0.44684,0.7379,0.0
1492,0.52073,0.44685,0.73785,0.0
1493,0.52047,0.44675,0.73787,0.0
1494,0.52104,0.44648,0.73788,0.0
1495,0.52035,0.44672,0.73787,0.0
1496,0.52026,0.44657,0.73787,0.0
1497,0.52022,0.44644,0.73783,0.0
1498,0.52029,0.44634,0.73778,0.0
1499,0.52036,0.44628,0.7378,0.0
1500,0.52012,0.44627,0.73775,0.0
1501,0.51986,0.44595,0.73777,0.0
1502,0.52003,0.44618,0.7378,0.0
1503,0.51994,0.44603,0.73768,0.0
1504,0.51986,0.44566,0.73781,0.0
1505,0.51997,0.44574,0.73767,0.0
1506,0.51983,0.44554,0.73764,0.0
1507,0.51958,0.44563,0.73771,0.0
1508,0.5194,0.44534,0.73766,0.0
1509,0.51921,0.44542,0.73765,0.0
1510,0.51937,0.44526,0.73751,0.0
1511,0.51922,0.44534,0.73758,0.0
1512,0.51904,0.44509,0.73758,0.0
1513,0.51899,0.44526,0.73756,0.0
1514,0.51907,0.4451,0.73753,0.0
1515,0.51886,0.44512,0.73751,0.0
1516,0.51927,0.4451,0.7376,0.0
1517,0.51891,0.4449,0.7375,0.0
1518,0.51895,0.44475,0.73749,0.0
1519,0.51931,0.44494,0.73739,0.0
1520,0.51872,0.44467,0.73747,0.0
1521,0.51912,0.44429,0.73745,0.0
1522,0.51871,0.44409,0.73746,0.0
1523,0.51886,0.44435,0.73742,0.0
1524,0.51819,0.44418,0.7374,0.0
1525,0.51836,0.44416,0.73733,0.0
1526,0.51865,0.4442,0.73735,0.0
1527,0.51822,0.44395,0.73732,0.0
1528,0.51822,0.44412,0.73742,0.0
1529,0.51814,0.44386,0.73732,0.0
1530,0.51809,0.44398,0.73731,0.0
1531,0.5182,0.44361,0.73737,0.0
1532,0.51801,0.4438,0.73727,0.0
1533,0.51823,0.44339,0.73729,0.0
1534,0.51774,0.44341,0.73732,0.0
1535,0.51754,0.44358,0.73729,0.0
1536,0.51771,0.44335,0.73724,0.0
1537,0.51708,0.44306,0.73723,0.0
1538,0.51752,0.44301,0.7372,0.0
1539,0.51712,0.44294,0.7372,0.0
1540,0.51725,0.44292,0.7371,0.0
1541,0.51701,0.44275,0.73714,0.0
1542,0.51698,0.4427,0.73718,0.0
1543,0.5169,0.44239,0.73712,0.0
1544,0.51682,0.44258,0.73715,0.0
1545,0.517,0.44233,0.73705,0.0
1546,0.51635,0.44211,0.73716,0.0
1547,0.51674,0.44247,0.73708,0.0
1548,0.51707,0.44224,0.73702,0.0
1549,0.51668,0.44208,0.73705,0.0
1550,0.51615,0.442,0.73706,0.0
1551,0.51635,0.44169,0.73685,0.0
1552,0.51642,0.44165,0.73698,0.0
1553,0.51598,0.44147,0.73702,0.0
1554,0.51619,0.44171,0.73693,0.0
1555,0.51597,0.44147,0.7369,0.0
1556,0.51581,0.44131,0.73696,0.0
1557,0.51594,0.4411,0.73697,0.0
1558,0.51609,0.44125,0.73694,0.0
1559,0.51583,0.44145,0.73682,0.0
1560,0.51581,0.44111,0.73688,0.0
1561,0.51572,0.44103,0.73695,0.0
1562,0.51538,0.44063,0.73685,0.0
1563,0.51535,0.44076,0.73685,0.0
1564,0.5155,0.44076,0.73683,0.0
1565,0.51558,0.4408,0.73677,0.0
1566,0.51528,0.44056,0.73673,0.0
1567,0.515,0.44055,0.7368,0.0
1568,0.51509,0.44031,0.73679,0.0
1569,0.51512,0.44055,0.73674,0.0
1570,0.51501,0.44005,0.73673,0.0
1571,0.51464,0.44005,0.73674,0.0
1572,0.5145,0.43994,0.73673,0.0
1573,0.51485,0.43982,0.73669,0.0
1574,0.51446,0.4396,0.7368,0.0
1575,0.51423,0.43947,0.73672,0.0
1576,0.51411,0.43964,0.73668,0.0
1577,0.51407,0.43965,0.73664,0.0
1578,0.51409,0.43956,0.73666,0.0
1579,0.51437,0.43928,0.73659,0.0
1580,0.5139,0.43941,0.73662,0.0
1581,0.51428,0.43911,0.73668,0.0
1582,0.51398,0.43928,0.73661,0.0
1583,0.51376,0.43904,0.73657,0.0
1584,0.51397,0.43876,0.73651,0.0
1585,0.51366,0.4389,0.73652,0.0
1586,0.51352,0.43907,0.73649,0.0
1587,0.51392,0.43884,0.73653,0.0
1588,0.51382,0.43892,0.7365,0.0
1589,0.51381,0.43865,0.73642,0.0
1590,0.51345,0.43878,0.73645,0.0
1591,0.51348,0.43843,0.73651,0.0
1592,0.513,0.43848,0.73641,0.0
1593,0.51336,0.43859,0.73649,0.0
1594,0.51322,0.43823,0.73631,0.0
1595,0.5128,0.43793,0.73634,0.0
1596,0.51295,0.43784,0.73629,0.0
1597,0.51274,0.43794,0.73632,0.0
1598,0.51277,0.43753,0.73634,0.0
1599,0.51288,0.43769,0.73633,0.0
1600,0.51245,0.43764,0.73629,0.0
1601,0.51231,0.43752,0.73639,0.0
1602,0.51261,0.43766,0.73625,0.0
1603,0.51217,0.43779,0.73628,0.0
1604,0.5124,0.43734,0.73624,0.0
1605,0.51239,0.43729,0.73629,0.0
1606,0.51197,0.43714,0.73616,0.0
1607,0.51211,0.43705,0.73625,0.0
1608,0.51208,0.43704,0.73627,0.0
1609,0.5125,0.43698,0.73624,0.0
1610,0.51224,0.43679,0.73621,0.0
1611,0.51195,0.43689,0.73621,0.0
1612,0.51179,0.43657,0.73608,0.0
1613,0.51214,0.43657,0.73624,0.0
1614,0.51192,0.43664,0.7362,0.0
1615,0.5117,0.43626,0.7361,0.0
1616,0.5114,0.4361,0.73606,0.0
1617,0.5115,0.43629,0.73609,0.0
1618,0.51108,0.43631,0.7361,0.0
1619,0.51185,0.43617,0.73612,0.0
1620,0.5111,0.43623,0.73602,0.0
1621,0.51133,0.43614,0.73606,0.0
1622,0.51138,0.4358,0.73601,0.0
1623,0.51136,0.43579,0.73604,0.0
1624,0.51123,0.43587,0.736,0.0
1625,0.51107,0.43559,0.73593,0.0
1626,0.5103,0.43574,0.7359,0.0
1627,0.51066,0.4356,0.73589,0.0
1628,0.51103,0.43572,0.73594,0.0
1629,0.51084,0.43537,0.73592,0.0
1630,0.5108,0.43554,0.73587,0.0
1631,0.51073,0.43542,0.73583,0.0
1632,0.5103,0.43511,0.73579,0.0
1633,0.51037,0.43528,0.73579,0.0
1634,0.51071,0.43513,0.73571,0.0
1635,0.51028,0.43482,0.7358,0.0
1636,0.50954,0.43451,0.73464,0.0
1637,0.50873,0.43361,0.73455,0.0
1638,0.50914,0.43387,0.73482,0.0
1639,0.50935,0.43378,0.73502,0.0
1640,0.5091,0.43403,0.73487,0.0
1641,0.50864,0.43364,0.73496,0.0
1642,0.50912,0.43351,0.73497,0.0
1643,0.50923,0.43371,0.73489,0.0
1644,0.50879,0.43383,0.73493,0.0
1645,0.50862,0.43332,0.73474,0.0
1646,0.50865,0.43353,0.7348,0.0
1647,0.50857,0.43313,0.73485,0.0
1648,0.50835,0.43327,0.73482,0.0
1649,0.5087,0.43315,0.73487,0.0
1650,0.5084,0.43344,0.73503,0.0
1651,0.50845,0.43325,0.73503,0.0
1652,0.50843,0.43313,0.73495,0.0
1653,0.50846,0.43295,0.73485,0.0
1654,0.5086,0.43305,0.73499,0.0
1655,0.50813,0.43274,0.73477,0.0
1656,0.50847,0.4326,0.73491,0.0
1657,0.50798,0.43262,0.73495,0.0
1658,0.50793,0.4328,0.73495,0.0
1659,0.50813,0.43223,0.73498,0.0
1660,0.50797,0.43278,0.73501,0.0
1661,0.50787,0.43215,0.73489,0.0
1662,0.50774,0.43244,0.735,0.0
1663,0.50735,0.43257,0.73496,0.0
1664,0.50762,0.43231,0.73484,0.0
1665,0.50767,0.43215,0.73488,0.0
1666,0.50711,0.43168,0.73453,0.0
1667,0.50704,0.43165,0.73458,0.0
1668,0.50682,0.43151,0.7342,0.0
1669,0.50675,0.43177,0.73455,0.0
1670,0.50667,0.4312,0.73441,0.0
1671,0.50719,0.43178,0.7346,0.0
1672,0.50712,0.4315,0.73459,0.0
1673,0.50678,0.43123,0.73457,0.0
1674,0.50666,0.43166,0.73466,0.0
1675,0.5069,0.43139,0.73473,0.0
1676,0.50701,0.43132,0.73478,0.0
1677,0.50699,0.43146,0.73486,0.0
1678,0.50679,0.43128,0.73473,0.0
1679,0.50698,0.43133,0.73482,0.0
1680,0.50692,0.43129,0.73474,0.0
1681,0.50635,0.43102,0.73428,0.0
1682,0.50552,0.43023,0.73423,0.0
1683,0.50574,0.43067,0.73432,0.0
1684,0.50643,0.43075,0.73414,0.0
1685,0.50549,0.43045,0.73436,0.0
1686,0.50604,0.4305,0.73428,0.0
1687,0.50509,0.43015,0.73411,0.0
1688,0.50529,0.42994,0.7341,0.0
1689,0.50523,0.43018,0.73421,0.0
1690,0.50601,0.43021,0.73424,0.0
1691,0.50556,0.42984,0.73419,0.0
1692,0.50563,0.42996,0.73417,0.0
1693,0.50528,0.42997,0.73429,0.0
1694,0.50561,0.42986,0.73423,0.0
1695,0.50542,0.43011,0.73428,0.0
1696,0.50516,0.43021,0.73433,0.0
1697,0.50534,0.42968,0.73427,0.0
1698,0.50532,0.42995,0.73434,0.0
1699,0.50525,0.42966,0.73435,0.0
1700,0.50533,0.42973,0.73439,0.0
1701,0.50545,0.42974,0.73434,0.0
1702,0.50539,0.42959,0.73438,0.0
1703,0.50517,0.42943,0.7343,0.0
1704,0.50508,0.4293,0.73423,0.0
1705,0.50488,0.42922,0.73424,0.0
1706,0.50458,0.42907,0.73427,0.0
1707,0.5049,0.42903,0.73414,0.0
1708,0.50473,0.42889,0.73417,0.0
1709,0.50458,0.42921,0.73426,0.0
1710,0.5047,0.4289,0.73416,0.0
1711,0.50408,0.4285,0.73385,0.0
1712,0.5042,0.4285,0.73379,0.0
1713,0.50449,0.42843,0.7339,0.0
1714,0.50395,0.42855,0.73398,0.0
1715,0.50411,0.42848,0.73383,0.0
1716,0.50408,0.42856,0.73387,0.0
1717,0.50397,0.42841,0.73397,0.0
1718,0.50426,0.42825,0.73388,0.0
1719,0.50429,0.42833,0.73388,0.0
1720,0.50384,0.42835,0.73398,0.0
1721,0.50382,0.42807,0.73403,0.0
1722,0.50366,0.42832,0.73395,0.0
1723,0.50365,0.42821,0.73403,0.0
1724,0.50394,0.428,0.73389,0.0
1725,0.50378,0.4281,0.73391,0.0
1726,0.50361,0.42816,0.73383,0.0
1727,0.5036,0.42779,0.73394,0.0
1728,0.5033,0.42801,0.73384,0.0
1729,0.50333,0.42796,0.73387,0.0
1730,0.50345,0.42752,0.73377,0.0
1731,0.50344,0.42813,0.73377,0.0
1732,0.50264,0.42787,0.73383,0.0
1733,0.50295,0.42754,0.7337,0.0
1734,0.50311,0.42762,0.73376,0.0
1735,0.50344,0.42765,0.73376,0.0
1736,0.5032,0.42755,0.73373,0.0
1737,0.50306,0.42732,0.73373,0.0
1738,0.5027,0.42739,0.73374,0.0
1739,0.50278,0.4272,0.73372,0.0
1740,0.50278,0.42704,0.73363,0.0
1741,0.50277,0.42721,0.73373,0.0
1742,0.50303,0.42705,0.73374,0.0
1743,0.50275,0.42723,0.73374,0.0
1744,0.50286,0.42701,0.73375,0.0
1745,0.50283,0.42712,0.73374,0.0
1746,0.5028,0.42724,0.73364,0.0
1747,0.50244,0.42738,0.73373,0.0
1748,0.50256,0.42722,0.73375,0.0
1749,0.50257,0.42681,0.73366,0.0
1750,0.50301,0.42689,0.73369,0.0
1751,0.50279,0.42685,0.73379,0.0
1752,0.50191,0.42692,0.73378,0.0
1753,0.5027,0.42682,0.73366,0.0
1754,0.50277,0.42696,0.73361,0.0
1755,0.50243,0.42685,0.73363,0.0
1756,0.5021,0.42691,0.73367,0.0
1757,0.50227,0.42687,0.73374,0.0
1758,0.50222,0.42689,0.73366,0.0
1759,0.5025,0.4266,0.73377,0.0
1760,0.5023,0.42661,0.73356,0.0
1761,0.50243,0.42678,0.73369,0.0
1762,0.50251,0.42654,0.73375,0.0
1763,0.50257,0.42693,0.7337,0.0
1764,0.5021,0.42666,0.73361,0.0
1765,0.50255,0.42625,0.73353,0.0
1766,0.50217,0.42626,0.73327,0.0
1767,0.50129,0.42623,0.73325,0.0
1768,0.50214,0.42637,0.73328,0.0
1769,0.5015,0.42621,0.73351,0.0
1770,0.5025,0.42629,0.73352,0.0
1771,0.50253,0.42634,0.73347,0.0
1772,0.50192,0.42606,0.73354,0.0
1773,0.50166,0.42633,0.73356,0.0
1774,0.50198,0.42645,0.73357,0.0
1775,0.50181,0.42611,0.73349,0.0
1776,0.50178,0.42654,0.7335,0.0
1777,0.50221,0.42668,0.73348,0.0
1778,0.50213,0.42641,0.73351,0.0
1779,0.50205,0.42633,0.73358,0.0
1780,0.50193,0.42588,0.7336,0.0
1781,0.50204,0.42633,0.7336,0.0
1782,0.50197,0.42626,0.73355,0.0
1783,0.50183,0.42636,0.73351,0.0
1784,0.50134,0.42593,0.73348,0.0
1785,0.50162,0.42612,0.73348,0.0
1786,0.50158,0.42604,0.73347,0.0
1787,0.50189,0.42621,0.73343,0.0
1788,0.50151,0.42626,0.73345,0.0
